,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2019-09-27,6055555.75,402.784,352692,164173,171103,518939,0,0,267.29,51,1006.5,394.214,346551,163606,172440,248451,0,0,147.116,49,60709.33333,380.348,303158,136466,148510,442379,0,0,194.224,56,1113.5,350.134,398812,181448,197927,223216,0,0,112.432,49,35.20411,7.80944,0,0.02747,0.01462,0.03865,1.13316,22.9,19.6,27,0,57.5,0,0,0,0,11.208,6.864,8.438,4.954
2019-09-28,100809.6667,418.354,352692,164173,171103,482560,0,0,267.29,51,97312,391.11,346551,163606,172440,214186,0,0,147.116,49,74112.33333,362.377,303158,136466,148510,308000,0,0,194.224,56,1118,361.796,398812,181448,197927,173975,0,0,112.432,49,34.31948,7.29461,0,0.01737,0.00991,0.00502,1.63391,23.7,19.4,29.2,0,58.9,0,0,0,0,11.724,6.076,8.196,5.002
2019-09-29,141178.6667,413.897,352692,164173,171103,351560,0,0,267.29,51,1370,391.062,346551,163606,172440,157603,0,0,147.116,49,131115,353.441,303158,136466,148510,207796,0,0,194.224,56,2072,372.248,398812,181448,197927,126448,0,0,112.432,49,49.69907,8.82459,0,0.02035,0.0108,0.01126,3.46189,22.6,17.9,28.6,0,60.6,0,0,0,0,12.014,5.482,7.898,4.612
2019-09-30,181416.6667,398.239,352692,164173,171103,470939,0,0,267.29,51,1923.5,401.597,346551,163606,172440,231979,0,0,147.116,49,141556.6667,380.222,303158,136466,148510,413072,0,0,194.224,56,53,353.354,398812,181448,197927,215166,0,0,112.432,49,54.51381,10.33282,0,0.03255,0.01643,0.04377,15.63739,22.4,16.4,29.9,0,61,0,0,0,0,11.436,6.452,8.252,4.918
2019-10-01,145079.6667,396.972,352204,164232,170791,471912,0,0,299.05,51,1877,402.359,346152,163666,172186,233582,0,0,169.594,49,121781.3333,382.448,302198,136196,148005,420709,0,0,228.22,56,2673.5,350.988,397938,181382,197446,216455,0,0,129.992,49,48.16184,9.91951,0,0.03404,0.01522,0.05215,12.16535,23.1,17.6,28.2,0,67.1,0,0,0,0,11.316,6.492,8.152,5.114
2019-10-02,94605,399.461,352204,164232,170791,486806,0,0,299.05,51,816,401.773,346152,163666,172186,229496,0,0,169.594,49,70907.33333,383.509,302198,136196,148005,430427,0,0,228.22,56,28,351.804,397938,181382,197446,216465,0,0,129.992,49,38.62664,7.9327,0,0.03013,0.01741,0.03213,2.75306,21.6,20,24.2,23.1,88,0,0,0,0,3.418,2.118,2.452,1.596
2019-10-03,3437,408.885,352204,164232,170791,345134,0,0,299.05,51,39,391.972,346152,163666,172186,181295,0,0,169.594,49,3378.333333,363.393,302198,136196,148005,239525,0,0,228.22,56,508.5,370.723,397938,181382,197446,129758,0,0,129.992,49,39.44601,7.96171,0,0.01648,0.01131,0.00577,1.34747,22.4,19.8,27.3,4.6,73.4,0,0,0,0,9.416,4.514,7.55,3.478
2019-10-04,1658,401.735,352204,164232,170791,512793,0,0,299.05,51,1313.5,389.584,346152,163666,172186,237658,0,0,169.594,49,34608.33333,371.247,302198,136196,148005,404353,0,0,228.22,56,97879,351.445,397938,181382,197446,212423,0,0,129.992,49,38.35109,8.2445,0,0.02361,0.01397,0.01271,4.46666,22.4,18,27.8,0,71.5,0,0,0,0,11.582,6.402,8.858,5.004
2019-10-05,148179.3333,407.486,352204,164232,170791,455600,0,0,299.05,51,2015.5,385.537,346152,163666,172186,213056,0,0,169.594,49,114581,355.403,302198,136196,148005,296653,0,0,228.22,56,46,360.428,397938,181382,197446,169105,0,0,129.992,49,36.067,7.5629,0,0.01629,0.01285,0.006,5.80845,18.7,14.7,21.9,0.6,72.6,0,0,0,0,10.398,5.252,6.89,4.42
2019-10-06,655.5,411.168,352204,164232,170791,344480,0,0,299.05,51,8,386.699,346152,163666,172186,158325,0,0,169.594,49,4971,349.876,302198,136196,148005,203068,0,0,228.22,56,459.5,370.375,397938,181382,197446,125181,0,0,129.992,49,43.17308,7.8747,0,0.02407,0.01662,0.01108,1.55009,18.1,13.2,22.7,0,53.4,0,0,0,0,10.49,5.206,7.736,4.688
2019-10-07,30370,399.287,352204,164232,170791,443193,0,0,299.05,51,63,400.208,346152,163666,172186,209546,0,0,169.594,49,556,377.138,302198,136196,148005,390841,0,0,228.22,56,609,353.894,397938,181382,197446,205854,0,0,129.992,49,49.35102,9.94126,0,0.03497,0.01588,0.03245,1.04868,14.8,13.3,17.9,25.4,92,0,0,0,0,2.7,1.686,1.804,1.296
2019-10-08,6567830.5,399.057,352204,164232,170791,500236,0,0,299.05,51,19,400.036,346152,163666,172186,242889,0,0,169.594,49,110809,381.421,302198,136196,148005,432489,0,0,228.22,56,29,347.063,397938,181382,197446,221568,0,0,129.992,49,36.7341,8.93336,0,0.0325,0.01774,0.02817,1.62912,14.7,10.6,19.8,0,58.8,0,0,0,0,9.642,5.932,7.618,4.498
2019-10-09,1511.5,413.906,352204,164232,170791,376192,0,0,299.05,51,1357.5,391.855,346152,163666,172186,189774,0,0,169.594,49,77511,362.949,302198,136196,148005,245805,0,0,228.22,56,1566,363.984,397938,181382,197446,139132,0,0,129.992,49,37.52447,8.2155,0,0.02165,0.01564,0.01252,1.13018,13.6,7.7,20.4,0,48.3,0,0,0,0,10.722,5.396,7.958,4.314
2019-10-10,110943,395.606,352204,164232,170791,472589,0,0,299.05,51,94011.33333,400.527,346152,163666,172186,234554,0,0,169.594,49,114344.6667,379.61,302198,136196,148005,415236,0,0,228.22,56,1517,345.479,397938,181382,197446,216052,0,0,129.992,49,41.09926,8.54905,0,0.03599,0.01676,0.03562,1.77246,15.2,10.7,19.8,0,60.9,0,0,0,0,9.974,5.662,7.562,4.42
2019-10-11,127744.6667,401.262,352204,164232,170791,512705,0,0,299.05,51,31,397.824,346152,163666,172186,243484,0,0,169.594,49,144446.3333,381.865,302198,136196,148005,428699,0,0,228.22,56,1820,345.001,397938,181382,197446,222354,0,0,129.992,49,33.38409,7.70792,0,0.02943,0.019,0.02663,2.48524,18.8,13,26.1,0,60,0,0,0,0,11.334,6.38,8.172,4.78
2019-10-12,1361.5,412.636,352204,164232,170791,463291,0,0,299.05,51,860.5,391.504,346152,163666,172186,204557,0,0,169.594,49,6808206,365.323,302198,136196,148005,308591,0,0,228.22,56,915,359.006,397938,181382,197446,173151,0,0,129.992,49,30.59966,7.17859,0,0.01676,0.01532,0.00651,1.41918,17.9,13.3,23.3,0,49.3,0,0,0,0,10.616,5.388,7.704,4.546
2019-10-13,73909,412.258,352204,164232,170791,349914,0,0,299.05,51,762,390.333,346152,163666,172186,152358,0,0,169.594,49,57439.33333,356.603,302198,136196,148005,212143,0,0,228.22,56,27,366.753,397938,181382,197446,128744,0,0,129.992,49,39.46776,8.07048,0,0.02188,0.01383,0.01094,1.09763,17.2,12.1,23.8,0,52.6,0,0,0,0,10.884,5.482,8.136,4.212
2019-10-14,121044.6667,398.379,352204,164232,170791,470169,0,0,299.05,51,25,400.364,346152,163666,172186,229444,0,0,169.594,49,1669,381.495,302198,136196,148005,409114,0,0,228.22,56,40,349.222,397938,181382,197446,215115,0,0,129.992,49,43.26009,9.49169,0,0.038,0.01769,0.02752,1.78908,14.4,9.5,19.6,0,56.9,0,0,0,0,9.502,5.508,7.538,4.244
2019-10-15,60707,398.798,352204,164232,170791,471319,0,0,299.05,51,413.5,401.471,346152,163666,172186,234346,0,0,169.594,49,57509.33333,380.681,302198,136196,148005,420063,0,0,228.22,56,57609.33333,350.964,397938,181382,197446,219493,0,0,129.992,49,39.30824,9.25241,0,0.0338,0.0162,0.03171,1.31622,14.5,8.8,20.4,0,55.6,0,0,0,0,10.518,5.986,8.214,4.668
2019-10-16,64208,405.59,352204,164232,170791,464516,0,0,299.05,51,1113,398.337,346152,163666,172186,233077,0,0,169.594,49,90944.33333,375.148,302198,136196,148005,416664,0,0,228.22,56,1366,356.492,397938,181382,197446,215128,0,0,129.992,49,41.04125,9.31767,0,0.03678,0.01737,0.02677,1.63377,14.6,9,20.8,0,58.3,0,0,0,0,10.29,6.128,7.87,4.498
2019-10-17,1564.5,402.048,352204,164232,170791,475231,0,0,299.05,51,1460.5,397.625,346152,163666,172186,235385,0,0,169.594,49,1266.5,374.726,302198,136196,148005,416501,0,0,228.22,56,1417,355.643,397938,181382,197446,215931,0,0,129.992,49,39.66354,8.8826,0,0.03688,0.01806,0.02887,1.99729,15.4,11.2,21.6,0,56,0,0,0,0,10.51,6.124,8.196,4.508
2019-10-18,811,401.927,352204,164232,170791,505619,0,0,299.05,51,69.5,393.874,346152,163666,172186,243263,0,0,169.594,49,760,377.82,302198,136196,148005,423952,0,0,228.22,56,713,348.86,397938,181382,197446,219691,0,0,129.992,49,34.18896,7.61366,0,0.02999,0.01867,0.02421,1.32553,17,12,22.7,0,58.3,0,0,0,0,10.792,6.128,8.398,4.61
2019-10-19,5558007.25,412.825,352204,164232,170791,470384,0,0,299.05,51,14,389.384,346152,163666,172186,217096,0,0,169.594,49,83977,361.035,302198,136196,148005,299337,0,0,228.22,56,1164,360.41,397938,181382,197446,176241,0,0,129.992,49,32.30367,7.30911,0,0.01844,0.0114,0.00782,1.67359,17,12.1,23.1,0,63.8,0,0,0,0,11.246,5.582,8.486,4.566
2019-10-20,134278.6667,412.441,352204,164232,170791,342852,0,0,299.05,51,31,389.365,346152,163666,172186,159273,0,0,169.594,49,1572.5,353.307,302198,136196,148005,206823,0,0,228.22,56,1820.5,369.792,397938,181382,197446,127538,0,0,129.992,49,42.07816,9.07838,0,0.02593,0.01634,0.01462,12.65591,16.5,12,22.9,0,70.3,0,0,0,0,10.808,5.062,7.972,4.296
2019-10-21,138013.6667,398.635,352204,164232,170791,457499,0,0,299.05,51,127683.3333,400.723,346152,163666,172186,231479,0,0,169.594,49,111217.3333,379.618,302198,136196,148005,405713,0,0,228.22,56,2073.5,352.157,397938,181382,197446,213806,0,0,129.992,49,46.92915,10.47059,0,0.03967,0.01806,0.02794,22.10261,17.1,10.9,24.6,0,61,0,0,0,0,10.612,6.042,7.96,4.468
2019-10-22,114878,398.276,352204,164232,170791,461630,0,0,299.05,51,1371,401.289,346152,163666,172186,233106,0,0,169.594,49,171082,381.517,302198,136196,148005,416123,0,0,228.22,56,2122.5,349.672,397938,181382,197446,216312,0,0,129.992,49,43.13682,10.49235,0,0.04074,0.01769,0.03213,11.46547,18.1,13.3,24.4,0,56.1,0,0,0,0,10.44,6.622,8.442,4.96
2019-10-23,74206.33333,406.319,352204,164232,170791,462971,0,0,299.05,51,711,397.322,346152,163666,172186,234458,0,0,169.594,49,90675.33333,373.869,302198,136196,148005,416182,0,0,228.22,56,28,357.427,397938,181382,197446,215624,0,0,129.992,49,41.39656,9.81074,0,0.03576,0.03078,0.03003,5.63317,17,14.3,20.7,0,57.3,0,0,0,0,10.74,6.594,8.068,4.81
2019-10-24,97442,402.179,352204,164232,170791,481251,0,0,299.05,51,862,396.708,346152,163666,172186,234887,0,0,169.594,49,87711,372.576,302198,136196,148005,419669,0,0,228.22,56,1516.5,357.282,397938,181382,197446,215638,0,0,129.992,49,40.54093,8.86085,0,0.03576,0.01955,0.02742,3.06535,18.3,15.3,23.8,0,47.6,0,0,0,0,10.364,6.692,8.566,4.948
2019-10-25,90739.33333,401.642,352204,164232,170791,527894,0,0,299.05,51,83908.33333,393.76,346152,163666,172186,253716,0,0,169.594,49,71007,376.977,302198,136196,148005,434250,0,0,228.22,56,1366,348.435,397938,181382,197446,221460,0,0,129.992,49,32.94902,7.79493,0,0.03017,0.02654,0.02053,2.24862,16.7,13.1,22,0,58,0,0,0,0,9.242,6.33,8.072,4.394
2019-10-26,90774.66667,410.982,352204,164232,170791,489932,0,0,299.05,51,77274.66667,388.808,346152,163666,172186,222779,0,0,169.594,49,77706,360.587,302198,136196,148005,310243,0,0,228.22,56,80843.33333,359.948,397938,181382,197446,176576,0,0,129.992,49,29.91806,7.02632,0,0.019,0.01462,0.00796,1.60779,10,6.6,14.9,0,60,0,0,0,0,9.078,4.756,6.358,3.802
2019-10-27,1562,411.956,352204,164232,170791,365255,0,0,299.05,51,1359.5,388.799,346152,163666,172186,164495,0,0,169.594,49,81143,353.262,302198,136196,148005,217051,0,0,228.22,56,94277.33333,368.973,397938,181382,197446,130981,0,0,129.992,49,41.82437,8.57805,0,0.02607,0.01345,0.01657,1.53347,11,4.7,17.4,0,59,0,0,0,0,8.546,4.236,6.232,3.456
2019-10-28,127642,402.532,352204,164232,170791,470771,0,0,299.05,51,104409.3333,399.926,346152,163666,172186,235625,0,0,169.594,49,94145.66667,387.243,302198,136196,148005,414707,0,0,228.22,56,1620,356.866,397938,181382,197446,214875,0,0,129.992,49,45.07287,9.86875,0,0.04004,0.02221,0.02808,2.46247,12.9,7.4,17.7,1.7,65.9,0,0,0,0,7.69,5.038,6.514,3.362
2019-10-29,5339,401.197,352204,164232,170791,471375,0,0,299.05,51,4689,400.46,346152,163666,172186,235565,0,0,169.594,49,47056.5,389.249,302198,136196,148005,421500,0,0,228.22,56,266665.3333,353.777,397938,181382,197446,217622,0,0,129.992,49,42.60024,10.1733,0,0.03753,0.01979,0.0312,22.54907,12.5,8.2,17.6,0.1,61,0,0,0,0,7.686,5.442,6.554,3.774
2019-10-30,94407,401.239,352204,164232,170791,475768,0,0,299.05,51,1358,404.255,346152,163666,172186,240308,0,0,169.594,49,97545.33333,388.168,302198,136196,148005,424287,0,0,228.22,56,90912,354.452,397938,181382,197446,218154,0,0,129.992,49,38.64114,9.97027,0,0.0407,0.01774,0.02281,6.73475,11.2,5,17.7,0,60.3,0,0,0,0,9.386,5.772,6.898,4.206
2019-10-31,1824,402.073,352204,164232,170791,479557,0,0,299.05,51,4190.5,403.647,346152,163666,172186,240001,0,0,169.594,49,3998,387.598,302198,136196,148005,423488,0,0,228.22,56,4393.5,356.361,397938,181382,197446,216387,0,0,129.992,49,38.40185,8.84634,0,0.03953,0.02225,0.02491,14.5786,14.8,8.4,19.7,0,73.8,0,0,0,0,9.108,5.642,7.29,4.056
2019-11-01,5187,405.063,351699,164258,170452,512817,0,0,189.114,51,5033,396.475,346166,163900,172158,246806,0,0,112.884,49,47057,386.241,301527,136000,147641,428222,0,0,145.306,56,51551.5,356.241,397297,181400,197117,217221,0,0,81.206,49,33.04328,7.96896,0,0.02789,0.0189,0.02472,35.2299,14.9,11.4,20.5,0,57.9,0,0,0,0,8.906,5.826,6.92,4.194
2019-11-02,4532,414.555,351699,164258,170452,447290,0,0,189.114,51,3731.5,390.888,346166,163900,172158,213632,0,0,112.884,49,3895.5,366.947,301527,136000,147641,300112,0,0,145.306,56,4190.5,368.621,397297,181400,197117,168486,0,0,81.206,49,33.33333,6.70727,0,0.01755,0.01685,0.00987,24.46077,13.6,8.3,18.7,0,57.3,0,0,0,0,8.278,4.824,6.15,3.776
2019-11-03,3528,415.171,351699,164258,170452,353592,0,0,189.114,51,2714.5,392.112,346166,163900,172158,160397,0,0,112.884,49,2329.5,361.233,301527,136000,147641,209104,0,0,145.306,56,3131.5,378.689,397297,181400,197117,126927,0,0,81.206,49,42.57124,8.46929,0,0.02603,0.02319,0.01583,25.01299,14.7,9.4,22.1,0,57.8,0,0,0,0,8.296,4.464,6.652,3.838
2019-11-04,857.5,403.447,351699,164258,170452,469335,0,0,189.114,51,755,403.323,346166,163900,172158,234382,0,0,112.884,49,710.5,386.861,301527,136000,147641,413473,0,0,145.306,56,812.5,359.702,397297,181400,197117,215213,0,0,81.206,49,46.96541,10.15154,0,0.04032,0.02081,0.02845,8.95908,13.8,9.2,20.3,0,57.8,0,0,0,0,9.494,5.61,7.57,4.138
2019-11-05,2016,402.193,351699,164258,170452,471870,0,0,189.114,51,1709.5,404.259,346166,163900,172158,237306,0,0,112.884,49,1671.5,387.677,301527,136000,147641,422896,0,0,145.306,56,1922,356.973,397297,181400,197117,218978,0,0,81.206,49,43.45587,9.75273,0,0.03935,0.02179,0.025,8.68432,12.4,8.4,18.4,0,65.1,0,0,0,0,9.516,5.706,7.382,4.07
2019-11-06,2923,401.508,351699,164258,170452,476831,0,0,189.114,51,2421,403.673,346166,163900,172158,236190,0,0,112.884,49,2378.5,387.174,301527,136000,147641,427864,0,0,145.306,56,2529.5,356.398,397297,181400,197117,217261,0,0,81.206,49,40.70045,9.40468,0,0.0413,0.0183,0.02873,12.11301,11,6.3,16.5,0,63.6,0,0,0,0,9.138,5.556,6.932,4.01
2019-11-07,3022,402.92,351699,164258,170452,480001,0,0,189.114,51,2419.5,404.527,346166,163900,172158,239187,0,0,112.884,49,2479,388.596,301527,136000,147641,427208,0,0,145.306,56,2530.5,355.994,397297,181400,197117,217089,0,0,81.206,49,37.92328,8.91886,0,0.03911,0.01769,0.02845,7.06558,9.2,5,13.6,0,42.8,0,0,0,0,8.274,4.994,6.49,3.822
2019-11-08,2870,399.704,351699,164258,170452,511707,0,0,189.114,51,2365.5,398.889,346166,163900,172158,245558,0,0,112.884,49,2226,385.653,301527,136000,147641,433459,0,0,145.306,56,2379,355.248,397297,181400,197117,220508,0,0,81.206,49,31.96287,7.84569,0,0.03073,0.01704,0.02081,4.7037,6.8,1.1,13,0,31.4,0,0,0,0,7.844,4.62,5.946,3.544
2019-11-09,2570,410.782,351699,164258,170452,453424,0,0,189.114,51,2559.5,392.943,346166,163900,172158,212172,0,0,112.884,49,2526.5,367.163,301527,136000,147641,298472,0,0,145.306,56,2228,366.921,397297,181400,197117,168272,0,0,81.206,49,28.67812,6.72177,0,0.01783,0.01536,0.00656,4.74137,9.5,3.5,17.2,0,41.4,0,0,0,0,7.838,4.218,6.026,3.31
2019-11-10,46,410.507,351699,164258,170452,333624,0,0,189.114,51,2166.5,393.901,346166,163900,172158,158118,0,0,112.884,49,43,358.875,301527,136000,147641,202574,0,0,145.306,56,2075.5,377.431,397297,181400,197117,120976,0,0,81.206,49,42.61474,8.35327,0,0.01909,0.0128,0.01373,5.52545,10,6.2,15.3,11.8,59.6,0,0,0,0,5.19,2.932,3.942,2.266
2019-11-11,29,400.985,351699,164258,170452,461251,0,0,189.114,51,1310,403.315,346166,163900,172158,227814,0,0,112.884,49,33,384.5,301527,136000,147641,407760,0,0,145.306,56,1267.5,361.045,397297,181400,197117,213438,0,0,81.206,49,49.57581,10.34732,0,0.03706,0.01881,0.02575,3.6789,11.2,7.9,15.1,1.1,71.6,0,0,0,0,7.212,4.284,5.81,2.926
2019-11-12,46,398.827,351699,164258,170452,464284,0,0,189.114,51,2163.5,404.429,346166,163900,172158,236011,0,0,112.884,49,1925,386.484,301527,136000,147641,418100,0,0,145.306,56,1975.5,356.354,397297,181400,197117,216394,0,0,81.206,49,42.12167,8.87535,0,0.03637,0.02351,0.02398,4.26064,9.3,4.8,14.5,0,63.6,0,0,0,0,8.356,5.112,6.442,3.492
2019-11-13,38,401.78,351699,164258,170452,463945,0,0,189.114,51,1762.5,405.399,346166,163900,172158,223018,0,0,112.884,49,1420,388.83,301527,136000,147641,417451,0,0,145.306,56,1670.5,358.672,397297,181400,197117,211872,0,0,81.206,49,39.59828,8.80284,0,0.03553,0.01732,0.0216,4.1227,7.2,3,11.3,7.5,72.3,0,0,0,0,4.73,3.096,3.686,2.1
2019-11-14,20,403.323,351699,164258,170452,473579,0,0,189.114,51,957,404.975,346166,163900,172158,226956,0,0,112.884,49,1012,387.799,301527,136000,147641,415715,0,0,145.306,56,964,358.422,397297,181400,197117,212315,0,0,81.206,49,36.50206,8.14299,0,0.03269,0.0196,0.01825,2.18701,1.3,-2.5,5,0,30.6,0,0,0,0,5.404,3.304,4.33,2.286
2019-11-15,22,402.25,351699,164258,170452,496299,0,0,189.114,51,1208,399.987,346166,163900,172158,229693,0,0,112.884,49,1014,385.028,301527,136000,147641,415480,0,0,145.306,56,1115,356.927,397297,181400,197117,213019,0,0,81.206,49,33.55811,7.14959,0,0.02798,0.01895,0.01527,2.35713,5.6,1.4,7.6,18.8,87.4,0,0,0,0,1.878,1.216,1.52,0.784
2019-11-16,26,418.302,351699,164258,170452,468573,0,0,189.114,51,1409,398.52,346166,163900,172158,208311,0,0,112.884,49,1422,368.056,301527,136000,147641,293971,0,0,145.306,56,23,368.577,397297,181400,197117,165424,0,0,81.206,49,30.95497,6.77978,0,0.01494,0.01257,0.00759,5.21377,6.8,3.8,12.7,0,81.3,0,0,0,0,5.904,3.23,4.096,2.442
2019-11-17,19,413.89,351699,164258,170452,301726,0,0,189.114,51,1555.5,401.212,346166,163900,172158,132928,0,0,112.884,49,1413.5,362.756,301527,136000,147641,188856,0,0,145.306,56,23,382.312,397297,181400,197117,111979,0,0,81.206,49,44.73932,7.83119,0,0.02184,0.02128,0.01583,2.4424,8.3,5.6,10.5,21.1,79.4,0,0,0,0,1.51,0.756,0.974,0.69
2019-11-18,72,404.05,351699,164258,170452,462773,0,0,189.114,51,3639.5,406.893,346166,163900,172158,227975,0,0,112.884,49,3490.5,388.733,301527,136000,147641,411548,0,0,145.306,56,15,361.722,397297,181400,197117,212619,0,0,81.206,49,49.72808,10.27481,0,0.042,0.02146,0.02663,12.64771,4.6,0.4,12.7,14.7,59.8,0,0,0,0,4.72,2.976,3.638,2.026
2019-11-19,1362,401.644,351699,164258,170452,462038,0,0,189.114,51,1513,405.752,346166,163900,172158,226030,0,0,112.884,49,1318,389.674,301527,136000,147641,416997,0,0,145.306,56,30,357.333,397297,181400,197117,215244,0,0,81.206,49,41.51983,9.10738,0,0.04,0.01997,0.01932,3.59205,0.2,-3.5,4,0,48,0,0,0,0,5.166,3.16,3.664,2.036
2019-11-20,21,401.178,351699,164258,170452,469556,0,0,189.114,51,1157,407.244,346166,163900,172158,226078,0,0,112.884,50,1015,388.967,301527,136000,147641,417839,0,0,145.306,56,23,357.045,397297,181400,197117,214828,0,0,81.206,49,38.55412,8.8826,0,0.03632,0.01904,0.02258,2.36961,0.5,-4.6,6.3,0,35.5,0,0,0,0,5.362,3.216,3.96,2.146
2019-11-21,1564,401.831,351699,164258,170452,477758,0,0,189.114,51,1806,405.279,346166,163900,172158,229998,0,0,112.884,50,1721,388.45,301527,136000,147641,422992,0,0,145.306,56,36,356.877,397297,181400,197117,216129,0,0,81.206,49,36.58182,8.34602,0,0.03809,0.02309,0.02565,3.08021,4.2,-2.3,9,0,37.4,0,0,0,0,5.822,3.528,4.562,2.38
2019-11-22,1770,401.695,351699,164258,170452,509167,0,0,189.114,51,32,399.527,346166,163900,172158,237481,0,0,112.884,50,2125,387.022,301527,136000,147641,430075,0,0,145.306,56,46,356.048,397297,181400,197117,219995,0,0,81.206,49,34.26872,7.28011,0,0.0339,0.01592,0.01872,3.49169,9.7,3,17.3,0,34.1,0,0,0,0,6.732,3.984,5.478,2.788
2019-11-23,1317.5,418.492,351699,164258,170452,457777,0,0,189.114,51,2057,401.142,346166,163900,172158,199833,0,0,112.884,50,1669.5,373.269,301527,136000,147641,316661,0,0,145.306,56,33,371.939,397297,181400,197117,167464,0,0,81.206,49,33.8264,7.73692,0,0.01639,0.01746,0.00787,3.54576,12.1,7.7,17.7,0,52,0,0,0,0,7.168,3.744,5.036,2.714
2019-11-24,1362.5,417.526,351699,164258,170452,330046,0,0,189.114,51,1711,400.109,346166,163900,172158,138723,0,0,112.884,50,1467.5,368.299,301527,136000,147641,240440,0,0,145.306,56,29,382.817,397297,181400,197117,120417,0,0,81.206,49,42.70176,8.83909,0,0.01923,0.01341,0.01224,3.22676,9.8,4.6,15.6,3.8,74.6,0,0,0,0,3.282,1.898,2.202,1.448
2019-11-25,1113,402.029,351699,164258,170452,463044,0,0,189.114,51,1410.5,404.635,346166,163900,172158,221975,0,0,112.884,50,1217,387.186,301527,136000,147641,410221,0,0,145.306,56,27,361.761,397297,181400,197117,215013,0,0,81.206,49,43.79667,9.47719,0,0.03529,0.01811,0.02388,2.09937,1.9,-1.2,6,0,62.1,0,0,0,0,5.262,3.436,4.238,2.152
2019-11-26,915,401.898,351699,164258,170452,472981,0,0,189.114,51,148,405.607,346166,163900,172158,232353,0,0,112.884,50,1213.5,389.095,301527,136000,147641,421617,0,0,145.306,56,26,359.14,397297,181400,197117,218446,0,0,81.206,49,43.18758,9.71648,0,0.03562,0.02063,0.0237,2.19786,6.6,1.2,13.7,0,64,0,0,0,0,6.276,4.072,4.93,2.522
2019-11-27,1516,402.279,351699,164258,170452,477558,0,0,189.114,51,2018,404.383,346166,163900,172158,235866,0,0,112.884,50,1824,389.515,301527,136000,147641,427114,0,0,145.306,56,39,358.024,397297,181400,197117,218474,0,0,81.206,49,39.51127,9.93401,0,0.03767,0.01755,0.02198,1.99808,3.1,0.3,6.8,0,50.8,0,0,0,0,5.548,3.588,4.378,2.464
2019-11-28,1470,403.145,351699,164258,170452,477079,0,0,189.114,51,1813,405.432,346166,163900,172158,237228,0,0,112.884,50,1724,389.403,301527,136000,147641,426985,0,0,145.306,56,35,357.635,397297,181400,197117,218496,0,0,81.206,49,34.85606,9.04212,0,0.03697,0.01853,0.02067,2.11455,3.5,-0.6,10.4,0,52.4,0,0,0,0,5.632,3.518,4.572,2.464
2019-11-29,2024,403.489,351699,164258,170452,505224,0,0,189.114,51,2815,400.368,346166,163900,172158,246890,0,0,112.884,50,2175.5,388.855,301527,136000,147641,437228,0,0,145.306,56,44,357.997,397297,181400,197117,222133,0,0,81.206,49,26.51729,7.35262,0,0.03013,0.01508,0.01741,1.9402,1.5,-3.4,6.9,0,42.8,0,0,0,0,5.492,3.25,4.314,2.296
2019-11-30,1720,416.006,351699,164258,170452,434644,0,0,189.114,51,2616,400.249,346166,163900,172158,211643,0,0,112.884,50,1926.5,370.541,301527,136000,147641,295137,0,0,145.306,56,44,374.334,397297,181400,197117,166862,0,0,81.206,49,24.87129,6.9103,0,0.01629,0.01266,0.0074,2.78137,4.1,-1.4,9.3,0,42.6,0,0,0,0,4.884,2.766,3.466,2.082
2019-12-01,1716.5,416.498,351350,164428,170262,295725,0,0,109.168,51,2116,402.639,346194,164191,172113,134864,0,0,67.418,50,1771.5,366.426,300889,135838,147273,194265,0,0,85.024,56,43,388.101,397015,181579,196959,113497,0,0,46.114,49,37.45921,8.99137,0,0.01699,0.01359,0.00968,2.4207,4.6,2.3,6.2,3.3,79.4,0,0,0,0,1.284,0.702,0.794,0.584
2019-12-02,809.5,403.618,351350,164428,170262,457230,0,0,109.168,51,1160,403.767,346194,164191,172113,225616,0,0,67.418,50,1114.5,387.741,300889,135838,147273,407082,0,0,85.024,56,21,361.941,397015,181579,196959,211882,0,0,46.114,49,37.85077,9.80349,0,0.03283,0.02025,0.02151,1.63201,-0.1,-3.2,2.8,0,48,0,0,0,0,4.076,2.604,3.278,1.83
2019-12-03,1162.5,403.691,351350,164428,170262,457806,0,0,109.168,51,1263,406.247,346194,164191,172113,225349,0,0,67.418,50,1266.5,389.634,300889,135838,147273,416176,0,0,85.024,56,31,359.856,397015,181579,196959,213221,0,0,46.114,49,32.94177,9.12914,0,0.03269,0.01755,0.02095,1.66353,0.5,-5,4.2,0.6,61.3,0,0,0,0,4.172,2.51,3.264,1.774
2019-12-04,1161.5,403.821,351350,164428,170262,468842,0,0,109.168,51,1658,403.867,346194,164191,172113,231705,0,0,67.418,50,1418,390.177,300889,135838,147273,421148,0,0,85.024,56,30,357.299,397015,181579,196959,217566,0,0,46.114,49,31.12899,9.09288,0,0.03255,0.02198,0.01858,1.58637,2,-2,7.2,0,41.6,0,0,0,0,4.962,2.854,3.668,1.964
